id,level,order,source_order,curriculum,written,reading,meanings,parts_of_speech,common,examples,provenance
n5-vocab-0492,N5,492,286,"{""genki_lesson"": null}","{""primary"": ""さ来年"", ""variants"": [""さ来年""], ""without_furigana"": ""さ来年"", ""with_furigana"": ""さ{来年}(らいねん)"", ""lookup_text"": ""さ来年""}","{""primary"": ""さらいねん"", ""variants"": [""さらいねん""], ""source_text"": ""さらいねん""}","[""year after next""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}]",True,"[{""japanese_raw"": ""祖父は、再来年引退する予定です。"", ""japanese_furigana"": ""<furigana>祖父は、再来年引退する予定です。</furigana>"", ""english"": ""My grandfather is planning to retire the year after next."", ""source"": ""tatoeba"", ""source_id"": ""140720""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""C4/Z2oi:V>"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1293660"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0493,N5,493,287,"{""genki_lesson"": null}","{""primary"": ""〜さん"", ""variants"": [""〜さん""], ""without_furigana"": ""〜さん"", ""with_furigana"": ""〜さん"", ""lookup_text"": ""さん""}","{""primary"": ""〜さん"", ""variants"": [""〜さん""], ""source_text"": ""～さん""}","[""Mr. ~"", ""Ms. ~""]","[{""code"": ""suf"", ""label"": ""suffix""}]",True,"[{""japanese_raw"": ""おつりはいらないよ、運転士さん。"", ""japanese_furigana"": ""<furigana>おつりはいらないよ、運転士さん。</furigana>"", ""english"": ""Keep the change, driver."", ""source"": ""tatoeba"", ""source_id"": ""227626""}, {""japanese_raw"": ""美和子さん、こちらケニーさんです。"", ""japanese_furigana"": ""<furigana>美和子さん、こちらケニーさんです。</furigana>"", ""english"": ""Miwako, I want you to meet Kenny."", ""source"": ""tatoeba"", ""source_id"": ""85523""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""i|L#.MVmNG"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1005340"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0494,N5,494,288,"{""genki_lesson"": null}","{""primary"": ""三"", ""variants"": [""三""], ""without_furigana"": ""三"", ""with_furigana"": ""{三}(さん)"", ""lookup_text"": ""三""}","{""primary"": ""さん"", ""variants"": [""さん""], ""source_text"": ""さん""}","[""three""]","[{""code"": ""num"", ""label"": ""numeric""}]",True,"[{""japanese_raw"": ""彼は手荷物が三個あった。"", ""japanese_furigana"": ""<furigana>彼は手荷物が三個あった。</furigana>"", ""english"": ""He had three pieces of baggage."", ""source"": ""tatoeba"", ""source_id"": ""104473""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""jB}%X}YQ)P"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1579350"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0495,N5,495,289,"{""genki_lesson"": null}","{""primary"": ""散歩"", ""variants"": [""散歩""], ""without_furigana"": ""散歩"", ""with_furigana"": ""{散歩}(さんぽ)"", ""lookup_text"": ""散歩""}","{""primary"": ""さんぽ"", ""variants"": [""さんぽ""], ""source_text"": ""さんぽ (する)""}","[""walk"", ""stroll""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""vs"", ""label"": ""noun or participle which takes the aux. verb suru""}, {""code"": ""vi"", ""label"": ""intransitive verb""}]",True,"[{""japanese_raw"": ""公園を散歩しましょう。"", ""japanese_furigana"": ""<furigana>公園を散歩しましょう。</furigana>"", ""english"": ""Let's take a walk in the park."", ""source"": ""tatoeba"", ""source_id"": ""174014""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""C7E%FY>8|T"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1303620"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0496,N5,496,290,"{""genki_lesson"": null}","{""primary"": ""四"", ""variants"": [""四""], ""without_furigana"": ""四"", ""with_furigana"": ""{四}(し)"", ""lookup_text"": ""四""}","{""primary"": ""し"", ""variants"": [""し""], ""source_text"": ""し""}","[""four""]","[{""code"": ""num"", ""label"": ""numeric""}]",True,"[{""japanese_raw"": ""その湖は直径四マイルである。"", ""japanese_furigana"": ""<furigana>その湖は直径四マイルである。</furigana>"", ""english"": ""The lake is four miles across."", ""source"": ""tatoeba"", ""source_id"": ""210847""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""q%G#*K^0R+"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1579470"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0497,N5,497,291,"{""genki_lesson"": null}","{""primary"": ""〜時"", ""variants"": [""〜時""], ""without_furigana"": ""〜時"", ""with_furigana"": ""〜{時}(じ)"", ""lookup_text"": ""時""}","{""primary"": ""〜じ"", ""variants"": [""〜じ""], ""source_text"": ""～じ""}","[""~ o'clock (time)""]","[{""code"": ""suf"", ""label"": ""suffix""}, {""code"": ""adj-no"", ""label"": ""nouns which may take the genitive case particle 'no'""}]",True,"[{""japanese_raw"": ""私は１０時ごろ寝ついた。"", ""japanese_furigana"": ""<furigana>私は１０時ごろ寝ついた。</furigana>"", ""english"": ""I went to sleep about 10 o'clock."", ""source"": ""tatoeba"", ""source_id"": ""162111""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""m]7PVW-h[^"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""2020680"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0498,N5,498,292,"{""genki_lesson"": null}","{""primary"": ""塩"", ""variants"": [""塩""], ""without_furigana"": ""塩"", ""with_furigana"": ""{塩}(しお)"", ""lookup_text"": ""塩""}","{""primary"": ""しお"", ""variants"": [""しお""], ""source_text"": ""しお""}","[""salt""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""n-pref"", ""label"": ""noun, used as a prefix""}]",True,"[{""japanese_raw"": ""このスープは塩が少し足りない。"", ""japanese_furigana"": ""<furigana>このスープは塩が少し足りない。</furigana>"", ""english"": ""This soup wants a bit of salt."", ""source"": ""tatoeba"", ""source_id"": ""223651""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""mQXb>=tTk}"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1576630"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0499,N5,499,293,"{""genki_lesson"": null}","{""primary"": ""しかし"", ""variants"": [""しかし""], ""without_furigana"": ""しかし"", ""with_furigana"": ""しかし"", ""lookup_text"": ""しかし""}","{""primary"": ""しかし"", ""variants"": [""しかし""], ""source_text"": ""しかし""}","[""however"", ""but""]","[{""code"": ""conj"", ""label"": ""conjunction""}]",True,"[{""japanese_raw"": ""しかし、たいへん息子を欲しがっていました。"", ""japanese_furigana"": ""<furigana>しかし、たいへん息子を欲しがっていました。</furigana>"", ""english"": ""But he wanted a son very much."", ""source"": ""tatoeba"", ""source_id"": ""216338""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""g2(en9wt=#"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1505990"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0500,N5,500,295,"{""genki_lesson"": null}","{""primary"": ""〜時間"", ""variants"": [""〜時間""], ""without_furigana"": ""〜時間"", ""with_furigana"": ""〜{時間}(じかん)"", ""lookup_text"": ""時間""}","{""primary"": ""〜じかん"", ""variants"": [""〜じかん""], ""source_text"": ""～じかん""}","[""~ hours""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""いつだって読書の時間は見つけられる。"", ""japanese_furigana"": ""<furigana>いつだって読書の時間は見つけられる。</furigana>"", ""english"": ""We can always find time for reading."", ""source"": ""tatoeba"", ""source_id"": ""228889""}, {""japanese_raw"": ""彼は勤勉な生徒だ。毎日３時間彼は勉強している。"", ""japanese_furigana"": ""<furigana>彼は勤勉な生徒だ。毎日３時間彼は勉強している。</furigana>"", ""english"": ""He is a diligent student. He studies three hours every day."", ""source"": ""tatoeba"", ""source_id"": ""108276""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""PfD-$$uDhD"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1315920"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0501,N5,501,298,"{""genki_lesson"": null}","{""primary"": ""静か"", ""variants"": [""静か""], ""without_furigana"": ""静か"", ""with_furigana"": ""{静}(しず)か"", ""lookup_text"": ""静か""}","{""primary"": ""しずか"", ""variants"": [""しずか""], ""source_text"": ""しずか""}","[""quiet"", ""calm""]","[{""code"": ""adj-na"", ""label"": ""adjectival nouns or quasi-adjectives (keiyodoshi)""}]",True,"[{""japanese_raw"": ""キャプテンは静かにするように命じた。"", ""japanese_furigana"": ""<furigana>キャプテンは静かにするように命じた。</furigana>"", ""english"": ""The captain commanded silence."", ""source"": ""tatoeba"", ""source_id"": ""225839""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""P>BDZl[pK4"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1381820"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0502,N5,502,299,"{""genki_lesson"": null}","{""primary"": ""下"", ""variants"": [""下""], ""without_furigana"": ""下"", ""with_furigana"": ""{下}(した)"", ""lookup_text"": ""下""}","{""primary"": ""した"", ""variants"": [""した""], ""source_text"": ""した""}","[""under"", ""below"", ""beneath""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adj-no"", ""label"": ""nouns which may take the genitive case particle 'no'""}, {""code"": ""n-pref"", ""label"": ""noun, used as a prefix""}]",True,"[{""japanese_raw"": ""下に署名してください。"", ""japanese_furigana"": ""<furigana>下に署名してください。</furigana>"", ""english"": ""Sign at the bottom, please."", ""source"": ""tatoeba"", ""source_id"": ""188239""}, {""japanese_raw"": ""私はダンテをミルトンのしたに置く。"", ""japanese_furigana"": ""<furigana>私はダンテをミルトンのしたに置く。</furigana>"", ""english"": ""I put Milton after Dante."", ""source"": ""tatoeba"", ""source_id"": ""159526""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""j8V7%&V*V9"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1184140"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0503,N5,503,300,"{""genki_lesson"": null}","{""primary"": ""七"", ""variants"": [""七""], ""without_furigana"": ""七"", ""with_furigana"": ""{七}(しち)"", ""lookup_text"": ""七""}","{""primary"": ""しち"", ""variants"": [""しち""], ""source_text"": ""しち""}","[""seven""]","[{""code"": ""num"", ""label"": ""numeric""}]",True,"[{""japanese_raw"": ""私は今朝7時に起きた。"", ""japanese_furigana"": ""<furigana>私は今朝7時に起きた。</furigana>"", ""english"": ""I got up at seven this morning."", ""source"": ""tatoeba"", ""source_id"": ""156991""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""d9Ei.i(]l3"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1319210"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0504,N5,504,301,"{""genki_lesson"": null}","{""primary"": ""質問"", ""variants"": [""質問""], ""without_furigana"": ""質問"", ""with_furigana"": ""{質問}(しつもん)"", ""lookup_text"": ""質問""}","{""primary"": ""しつもん"", ""variants"": [""しつもん""], ""source_text"": ""しつもん""}","[""question"", ""inquiry""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""vs"", ""label"": ""noun or participle which takes the aux. verb suru""}, {""code"": ""vt"", ""label"": ""transitive verb""}, {""code"": ""vi"", ""label"": ""intransitive verb""}, {""code"": ""adj-no"", ""label"": ""nouns which may take the genitive case particle 'no'""}]",True,"[{""japanese_raw"": ""その事故について彼に質問した。"", ""japanese_furigana"": ""<furigana>その事故について彼に質問した。</furigana>"", ""english"": ""I asked him about the accident."", ""source"": ""tatoeba"", ""source_id"": ""209899""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""hbG&tzjk(["", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1320760"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0505,N5,505,303,"{""genki_lesson"": null}","{""primary"": ""自動車"", ""variants"": [""自動車""], ""without_furigana"": ""自動車"", ""with_furigana"": ""{自動車}(じどうしゃ)"", ""lookup_text"": ""自動車""}","{""primary"": ""じどうしゃ"", ""variants"": [""じどうしゃ""], ""source_text"": ""じどうしゃ""}","[""automobile""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""私達はその自動車を12,000ドルで買った。"", ""japanese_furigana"": ""<furigana>私達はその自動車を12,000ドルで買った。</furigana>"", ""english"": ""We bought the car for $12,000."", ""source"": ""tatoeba"", ""source_id"": ""151781""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""s>B81r@vvP"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1318400"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0506,N5,506,305,"{""genki_lesson"": null}","{""primary"": ""字引"", ""variants"": [""字引""], ""without_furigana"": ""字引"", ""with_furigana"": ""{字引}(じびき)"", ""lookup_text"": ""字引""}","{""primary"": ""じびき"", ""variants"": [""じびき""], ""source_text"": ""じびき""}","[""dictionary""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,[],"{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""q(KV,tLbs@"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1315140"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0507,N5,507,307,"{""genki_lesson"": null}","{""primary"": ""閉まる"", ""variants"": [""閉まる""], ""without_furigana"": ""閉まる"", ""with_furigana"": ""{閉}(し)まる"", ""lookup_text"": ""閉まる""}","{""primary"": ""しまる"", ""variants"": [""しまる""], ""source_text"": ""しまる""}","[""to close"", ""to be closed""]","[{""code"": ""v5r"", ""label"": ""Godan verb with 'ru' ending""}, {""code"": ""vi"", ""label"": ""intransitive verb""}]",True,"[{""japanese_raw"": ""あいにく店は閉まっていた。"", ""japanese_furigana"": ""<furigana>あいにく店は閉まっていた。</furigana>"", ""english"": ""Unfortunately, the store was closed."", ""source"": ""tatoeba"", ""source_id"": ""234558""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""gcQz%z-FEM"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1436560"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0508,N5,508,308,"{""genki_lesson"": null}","{""primary"": ""閉める"", ""variants"": [""閉める""], ""without_furigana"": ""閉める"", ""with_furigana"": ""{閉}(し)める"", ""lookup_text"": ""閉める""}","{""primary"": ""しめる"", ""variants"": [""しめる""], ""source_text"": ""しめる""}","[""to close"", ""to shut""]","[{""code"": ""v1"", ""label"": ""Ichidan verb""}, {""code"": ""vt"", ""label"": ""transitive verb""}]",True,"[{""japanese_raw"": ""どうかドアを閉めてくれませんか。"", ""japanese_furigana"": ""<furigana>どうかドアを閉めてくれませんか。</furigana>"", ""english"": ""Will you please shut the door?"", ""source"": ""tatoeba"", ""source_id"": ""201657""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""gf.^6?5[K1"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1508590"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0509,N5,509,309,"{""genki_lesson"": null}","{""primary"": ""締める"", ""variants"": [""締める""], ""without_furigana"": ""締める"", ""with_furigana"": ""{締}(し)める"", ""lookup_text"": ""締める""}","{""primary"": ""しめる"", ""variants"": [""しめる""], ""source_text"": ""しめる""}","[""to tie"", ""to fasten"", ""to tighten""]","[{""code"": ""v1"", ""label"": ""Ichidan verb""}, {""code"": ""vt"", ""label"": ""transitive verb""}, {""code"": ""vi"", ""label"": ""intransitive verb""}]",True,"[{""japanese_raw"": ""離陸の際は、シートベルトを締めなくてはならない。"", ""japanese_furigana"": ""<furigana>離陸の際は、シートベルトを締めなくてはならない。</furigana>"", ""english"": ""You must fasten your seat belts during take-off."", ""source"": ""tatoeba"", ""source_id"": ""78324""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""zslBUbe/:)"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1436570"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0510,N5,510,310,"{""genki_lesson"": null}","{""primary"": ""じゃ"", ""variants"": [""じゃ"", ""じゃあ""], ""without_furigana"": ""じゃ"", ""with_furigana"": ""じゃ"", ""lookup_text"": ""じゃ""}","{""primary"": ""じゃ"", ""variants"": [""じゃ"", ""じゃあ""], ""source_text"": ""じゃ; じゃあ""}","[""well"", ""well then""]","[{""code"": ""conj"", ""label"": ""conjunction""}]",True,"[{""japanese_raw"": ""「安いですね。じゃあ10ヤードください」小娘が答えた。"", ""japanese_furigana"": ""<furigana>「安いですね。じゃあ10ヤードください」小娘が答えた。</furigana>"", ""english"": ""\""That's cheap. I'll take ten yards,\"" the girl answered."", ""source"": ""tatoeba"", ""source_id"": ""236405""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""I*;H$6{i?j"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1005900"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0511,N5,511,313,"{""genki_lesson"": null}","{""primary"": ""シャワー"", ""variants"": [""シャワー""], ""without_furigana"": ""シャワー"", ""with_furigana"": ""シャワー"", ""lookup_text"": ""シャワー""}","{""primary"": ""シャワー"", ""variants"": [""シャワー""], ""source_text"": ""シャワー""}","[""shower""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""彼女は毎朝シャワーを浴びます。"", ""japanese_furigana"": ""<furigana>彼女は毎朝シャワーを浴びます。</furigana>"", ""english"": ""She takes a shower every morning."", ""source"": ""tatoeba"", ""source_id"": ""86635""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""op46S^HFU7"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1061820"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0512,N5,512,314,"{""genki_lesson"": null}","{""primary"": ""十"", ""variants"": [""十""], ""without_furigana"": ""十"", ""with_furigana"": ""{十}(じゅう)"", ""lookup_text"": ""十""}","{""primary"": ""じゅう"", ""variants"": [""じゅう""], ""source_text"": ""じゅう""}","[""ten""]","[{""code"": ""num"", ""label"": ""numeric""}]",True,[],"{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""t#RE}A*?;i"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1579840"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0513,N5,513,315,"{""genki_lesson"": null}","{""primary"": ""〜中"", ""variants"": [""〜中""], ""without_furigana"": ""〜中"", ""with_furigana"": ""〜{中}(じゅう)"", ""lookup_text"": ""中""}","{""primary"": ""〜じゅう"", ""variants"": [""〜じゅう""], ""source_text"": ""～じゅう""}","[""during"", ""while""]","[{""code"": ""suf"", ""label"": ""suffix""}]",True,"[{""japanese_raw"": ""彼は夏中ずっと長野にいた。"", ""japanese_furigana"": ""<furigana>彼は夏中ずっと長野にいた。</furigana>"", ""english"": ""He stayed in Nagano throughout the summer."", ""source"": ""tatoeba"", ""source_id"": ""109307""}, {""japanese_raw"": ""最終提案は来週中に発表されます。"", ""japanese_furigana"": ""<furigana>最終提案は来週中に発表されます。</furigana>"", ""english"": ""The final proposal will be announced sometime next week."", ""source"": ""tatoeba"", ""source_id"": ""170516""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""GjJjAMMc<N"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""2083570"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0514,N5,514,316,"{""genki_lesson"": null}","{""primary"": ""〜週間"", ""variants"": [""〜週間""], ""without_furigana"": ""〜週間"", ""with_furigana"": ""〜{週間}(しゅうかん)"", ""lookup_text"": ""週間""}","{""primary"": ""〜しゅうかん"", ""variants"": [""〜しゅうかん""], ""source_text"": ""～しゅうかん""}","[""~ weeks""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""もう２週間たったら帰ります。"", ""japanese_furigana"": ""<furigana>もう２週間たったら帰ります。</furigana>"", ""english"": ""I will be back in another two weeks."", ""source"": ""tatoeba"", ""source_id"": ""194529""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""B5/n=cEC&j"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1333500"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0515,N5,515,319,"{""genki_lesson"": null}","{""primary"": ""上手"", ""variants"": [""上手""], ""without_furigana"": ""上手"", ""with_furigana"": ""{上手}(じょうず)"", ""lookup_text"": ""上手""}","{""primary"": ""じょうず"", ""variants"": [""じょうず""], ""source_text"": ""じょうず""}","[""be good at"", ""skillful""]","[{""code"": ""adj-na"", ""label"": ""adjectival nouns or quasi-adjectives (keiyodoshi)""}, {""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""あなたは上手にバスケットボールができますか。"", ""japanese_furigana"": ""<furigana>あなたは上手にバスケットボールができますか。</furigana>"", ""english"": ""Do you play basketball well?"", ""source"": ""tatoeba"", ""source_id"": ""231837""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""zE7uPe$TPk"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1353320"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0516,N5,516,320,"{""genki_lesson"": null}","{""primary"": ""丈夫"", ""variants"": [""丈夫""], ""without_furigana"": ""丈夫"", ""with_furigana"": ""{丈夫}(じょうぶ)"", ""lookup_text"": ""丈夫""}","{""primary"": ""じょうぶ"", ""variants"": [""じょうぶ""], ""source_text"": ""じょうぶ""}","[""strong"", ""solid"", ""durable""]","[{""code"": ""adj-na"", ""label"": ""adjectival nouns or quasi-adjectives (keiyodoshi)""}]",True,"[{""japanese_raw"": ""彼は丈夫だったそうです。"", ""japanese_furigana"": ""<furigana>彼は丈夫だったそうです。</furigana>"", ""english"": ""He is said to have been strong."", ""source"": ""tatoeba"", ""source_id"": ""103983""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""rzxPYrs,=L"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1580480"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0517,N5,517,324,"{""genki_lesson"": null}","{""primary"": ""白"", ""variants"": [""白""], ""without_furigana"": ""白"", ""with_furigana"": ""{白}(しろ)"", ""lookup_text"": ""白""}","{""primary"": ""しろ"", ""variants"": [""しろ""], ""source_text"": ""しろ""}","[""white""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adj-no"", ""label"": ""nouns which may take the genitive case particle 'no'""}]",True,[],"{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""?4vV_taj)"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1474900"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0518,N5,518,326,"{""genki_lesson"": null}","{""primary"": ""〜人"", ""variants"": [""〜人""], ""without_furigana"": ""〜人"", ""with_furigana"": ""〜{人}(じん)"", ""lookup_text"": ""人""}","{""primary"": ""〜じん"", ""variants"": [""〜じん""], ""source_text"": ""～じん""}","[""counter for people""]","[{""code"": ""suf"", ""label"": ""suffix""}]",True,[],"{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""cRB`piJTT="", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1366410"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0519,N5,519,329,"{""genki_lesson"": null}","{""primary"": ""吸う"", ""variants"": [""吸う""], ""without_furigana"": ""吸う"", ""with_furigana"": ""{吸}(す)う"", ""lookup_text"": ""吸う""}","{""primary"": ""すう"", ""variants"": [""すう""], ""source_text"": ""すう""}","[""to breathe in"", ""to suck""]","[{""code"": ""v5u"", ""label"": ""Godan verb with 'u' ending""}, {""code"": ""vt"", ""label"": ""transitive verb""}]",True,"[{""japanese_raw"": ""この紙はインクを吸わない。"", ""japanese_furigana"": ""<furigana>この紙はインクを吸わない。</furigana>"", ""english"": ""This paper does not absorb ink."", ""source"": ""tatoeba"", ""source_id"": ""221731""}, {""japanese_raw"": ""教室でどうどうとタバコをすう高校生たちとそれを注意できない教師たちは罰を受けることになります。"", ""japanese_furigana"": ""<furigana>教室でどうどうとタバコをすう高校生たちとそれを注意できない教師たちは罰を受けることになります。</furigana>"", ""english"": ""High school students who flagrantly smoke in class and the teachers who can't caution them will be punished."", ""source"": ""tatoeba"", ""source_id"": ""76227""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""wwi3CXCv2|"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1228260"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
